,部分,考试类型,三元组
260,高考学考,秋考,"(春考, 允许仅报考外语, 语文和数学)"
261,高考学考,秋考,"(1月份外语科目考试, 默认勾选, 秋季高考)"
262,高考学考,秋考,"(春季高考, 包含, 1月份外语科目考试)"
263,高考学考,秋考,"(应届毕业三校生, 禁止报考, 春季高考)"
264,高考学考,秋考,"(考生, 户籍所在地, 本市)"
265,高考学考,秋考,"(考生, 是, 本市应届毕业三校生)"
266,高考学考,秋考,"(三校生高考, 不可兼报, 秋季高考)"
267,高考学考,秋考,"(高考学考, 互斥, 秋考)"
268,高考学考,秋考,"(报名篇, 属于, 秋考)"
269,高考学考,秋考,"(高中学业水平合格考, 未通过补考导致无法填报, 春季考试志愿)"
270,高考学考,秋考,"(学业水平合格性考试补考未通过, 导致无法, 填报春考志愿)"
271,高考学考,秋考,"(本市户籍外省市学籍考生, 具有, 上海户口)"
272,高考学考,秋考,"(考生, 具有, 外省市学籍)"
273,高考学考,秋考,"(学业水平合格性考试成绩, 需经统一认定, 市教育考试院)"
274,高考学考,秋考,"(考生, 报考, 秋考)"
275,高考学考,秋考,"(考生, 不报考, 等级考试)"
276,高考学考,秋考,"(秋考, 允许参与, 专科录取工作)"
277,高考学考,秋考,"(秋考, 包含, 报名篇)"
278,高考学考,秋考,"(中高职贯通等学生, 无法报考, 专科自主招生)"
279,高考学考,秋考,"(中高职贯通学生, 无法报考, 专科自主招生)"
280,高考学考,秋考,"(中本贯通, 无法报考, 专科自主招生)"
281,高考学考,秋考,"(五年一贯制, 无法报考, 专科自主招生)"
282,高考学考,秋考,"(新疆高中班, 无法报考, 专科自主招生)"
283,高考学考,秋考,"(西藏高中班学生, 无法报考, 专科自主招生)"
284,高考学考,秋考,"(高考学考-秋考-报名篇, 解答, 中高职贯通无法勾选问题)"
285,高考学考,秋考,"(高考学考-秋考-报名篇, 涉及, 五年一贯制)"
286,高考学考,秋考,"(秋季高考, 简称, 秋考)"
287,高考学考,秋考,"(艺体类专业统考, 前提条件, 秋考)"
288,高考学考,秋考,"(考生, 勾选, 大类的艺术考试)"
289,高考学考,秋考,"(考生, 需取消, 已勾选的艺术类考试)"
290,高考学考,秋考,"(考生, 需先取消后更改, 艺术类考试类型)"
291,高考学考,秋考,"(秋考, 属于, 高考学考)"
292,高考学考,秋考,"(高考学考-秋考-报名篇, 属于, 高考学考-秋考)"
293,高考学考,秋考,"(艺术类统考, 可兼报, 体育类专业统考)"
294,高考学考,秋考,"(体育类专业统考, 属于, 秋考)"
295,高考学考,秋考,"(报考信息, 包含, 统考类别)"
296,高考学考,秋考,"(报考信息, 包含, 舞种)"
297,高考学考,秋考,"(报考信息, 包含, 音乐的主项副项)"
298,高考学考,秋考,"(报考信息, 包含, 器种)"
299,高考学考,秋考,"(报考信息, 包含, 演唱类型)"
300,高考学考,秋考,"(勾选项目, 依据, 收费安排)"
301,高考学考,秋考,"(勾选项目, 安排考场依据, 考场)"
302,高考学考,秋考,"(三校生高考, 包含, 艺体类专业)"
303,高考学考,秋考,"(专科自主招生考试, 包含, 艺体类专业)"
304,高考学考,秋考,"(专科自主招生考试艺体类专业测试, 组织者, 招生高校)"
305,高考学考,秋考,"(三校生高考中的艺体类专业测试, 组织者, 招生高校)"
306,高考学考,秋考,"(报考艺体类专业, 无需在报名时勾选, 艺体类专业统考)"
307,高考学考,秋考,"(戏剧影视表演方向, 可兼报, 戏剧影视导演方向)"
308,高考学考,秋考,"(戏剧影视表演方向, 可兼报, 服装表演方向)"
309,高考学考,秋考,"(戏剧影视导演方向, 可兼报, 服装表演方向)"
310,高考学考,秋考,"(考生, 报考, 戏剧影视表演方向)"
311,高考学考,秋考,"(考生, 报考, 戏剧影视导演方向)"
312,高考学考,秋考,"(戏剧影视表演方向, 包含考试科目, 文学作品朗诵)"
313,高考学考,秋考,"(戏剧影视表演方向, 考试科目, 命题即兴表演)"
314,高考学考,秋考,"(戏剧影视导演方向, 包含考试科目, 文学作品朗诵)"
315,高考学考,秋考,"(戏剧影视导演方向, 包含考试科目, 命题即兴表演)"
316,高考学考,秋考,"(文学作品朗诵, 考核内容相同, 命题即兴表演)"
317,高考学考,秋考,"(舞蹈类, 必须选择, 舞蹈种类)"
318,高考学考,秋考,"(舞蹈种类, 包含, 国际标准舞)"
319,高考学考,秋考,"(舞蹈种类, 包含, 现代舞)"
320,高考学考,秋考,"(舞蹈种类, 包含, 流行舞)"
321,高考学考,秋考,"(高考学考-秋考-报名篇, 包含考试类型, 音乐类)"
322,高考学考,秋考,"(音乐类, 包含, 声乐类方向)"
323,高考学考,秋考,"(音乐类, 包含方向, 器乐类方向)"
324,高考学考,秋考,"(音乐类, 包含, 音乐教育类方向)"
325,高考学考,秋考,"(声乐类方向, 必须选择, 声乐类型)"
326,高考学考,秋考,"(器乐类方向, 必须选择, 器乐类型)"
327,高考学考,秋考,"(音乐教育类方向, 需选择, 主副项科目)"
328,高考学考,秋考,"(音乐教育类方向, 需选择, 主副项科目)"
329,高考学考,秋考,"(2023年高考, 允许兼报, 器乐和声乐)"
330,高考学考,秋考,"(2023年高考, 允许兼报, 器乐和声乐)"
331,高考学考,秋考,"(2024年艺考改革, 限制报考方向, 音乐类考试)"
332,高考学考,秋考,"(2024年音乐类考试, 报考限制, 只能选择一个方向)"
333,高考学考,秋考,"(2024年艺考改革, 新增, 戏曲类)"
334,高考学考,秋考,"(戏曲联考, 属于, 戏曲类)"
335,高考学考,秋考,"(戏曲类联考选项, 用于, 信息采集)"
336,高考学考,秋考,"(戏曲类联考组考院校, 组织, 戏曲联考)"
337,高考学考,秋考,"(戏曲联考, 未实施, 统考)"
338,高考学考,秋考,"(考生, 勾选, 艺术类校考选项)"
339,高考学考,秋考,"(艺术类院校校考, 需要, 艺术类专业统考合格)"
340,高考学考,秋考,"(参加艺术类校考选项, 用于, 信息采集)"
341,高考学考,秋考,"(报名篇, 属于, 高考学考-秋考)"
342,高考学考,秋考,"(考生, 取得, 艺术类专业统考合格)"
343,高考学考,秋考,"(参加艺术类校考选项, 勾选时间, 报名期间)"
344,高考学考,秋考,"(勾选参加艺术类校考, 用于, 信息采集)"
345,高考学考,秋考,"(实际校考报名, 依据, 招生院校艺术类招生简章的要求)"
346,高考学考,秋考,"(艺术类招生简章, 发布者, 意向院校)"
347,高考学考,秋考,"(考生, 需关注, 艺术类招生简章)"
348,高考学考,秋考,"(高考学考-秋考-报名篇, 涉及, 报名信息确认界面)"
349,高考学考,秋考,"(考生, 核对, 报名信息)"
350,高考学考,秋考,"(报名系统, 允许修改, 报名信息)"
351,高考学考,秋考,"(照片采集, 地点, 虹口区新市南路498号)"
352,高考学考,秋考,"(虹口区新市南路498号, 联系方式, 8008205307)"
353,高考学考,秋考,"(照片采集, 所需材料, 拍照凭证和身份证)"
354,高考学考,秋考,"(照片采集, 所需材料, 拍照凭证和身份证)"
355,高考学考,秋考,"(考生, 需携带, 拍照凭证)"
356,高考学考,秋考,"(考生, 需携带, 居民身份证)"
357,高考学考,秋考,"(高考学考-秋考-报名篇, 包含步骤, 现场确认)"
358,高考学考,秋考,"(考生, 需本人进行, 现场确认)"
359,高考学考,秋考,"(考生, 需在特殊情况时联系, 区考试招生机构)"
360,高考学考,秋考,"(20XX年高考大报名, 需提供, 材料)"
361,高考学考,秋考,"(材料, 参考, 市教委文件)"
362,高考学考,秋考,"(所在学校, 组织审核, 本市学籍应届高中阶段毕业生)"
363,高考学考,秋考,"(区考试招生机构, 安排, 资格审核和信息确认)"
364,高考学考,秋考,"(区考试招生机构, 安排, 资格审核和信息确认)"
365,高考学考,秋考,"(考生, 主动联系, 区考试招生机构)"
366,高考学考,秋考,"(家长, 联系, 区考试招生机构)"
367,高考学考,秋考,"(资格审核, 需同步完成, 信息确认)"
368,高考学考,秋考,"(秋考, 包含, 报名篇)"
369,高考学考,秋考,"(考生证件, 有效期需覆盖, 统一文化考试开考首日)"
370,高考学考,秋考,"(考生证件, 有效期截止于, 统一文化考试开考首日)"
371,高考学考,秋考,"(居住证, 有效期截止于, 统一文化考试开考首日)"
372,高考学考,秋考,"(积分有效期, 需在, 规定日期内)"
373,高考学考,秋考,"(报名篇, 要求, 居住证有效期)"
374,高考学考,秋考,"(高考学考-秋考-报名篇, 规定, 证件有效期在考试开考首日有效)"
375,高考学考,秋考,"(第一次补报名, 时间, 2024年3月初)"
376,高考学考,秋考,"(高考学考秋考第二次补报名, 时间, 2024年4月中上旬)"
377,高考学考,秋考,"(在校生, 联系, 学籍所在学校)"
378,高考学考,秋考,"(往届生, 联系, 区考试招生机构)"
379,高考学考,秋考,"(社会生, 联系, 区考试招生机构)"
380,高考学考,秋考,"(非本市学籍应届考生, 联系, 区考试招生机构)"
381,高考学考,秋考,"(第一次补报名, 属于, 高考学考-秋考-报名篇)"
382,高考学考,秋考,"(特殊类型招生项目, 包括, 运动训练)"
383,高考学考,秋考,"(特殊类型招生项目, 包括, 武术与民族传统体育专业)"
384,高考学考,秋考,"(特殊类型招生项目, 包括, 保送生)"
385,高考学考,秋考,"(特殊类型招生项目, 包括, 高水平运动队)"
386,高考学考,秋考,"(考生, 须参加, 高考体检)"
387,高考学考,秋考,"(考生, 报名参加, 2024年秋季统一高考)"
388,高考学考,秋考,"(考生, 体检地点, 报考所在区的区招生体检站)"
389,高考学考,秋考,"(本市学籍应届高中阶段毕业生, 协调安排体检, 区考试招生机构)"
390,高考学考,秋考,"(往届生, 体检安排由, 区考试招生机构)"
391,高考学考,秋考,"(在职职工, 体检安排负责机构, 区考试招生机构)"
392,高考学考,秋考,"(其他考生, 体检安排由, 区考试招生机构)"
393,高考学考,秋考,"(本市户籍且长期在外省市中学就读的个别考生, 办理, 报名信息确认手续)"
394,高考学考,秋考,"(区考试招生机构, 安排, 体检)"
395,高考学考,秋考,"(高考学考, 包含, 秋考)"
396,高考学考,秋考,"(高考学考体检, 必须地点, 上海)"
397,高考学考,秋考,"(体检, 必须进行于, 市卫生局指定体检站)"
398,高考学考,秋考,"(市卫生局, 指定, 体检站)"
399,高考学考,秋考,"(考生, 联系, 报名所在区招考机构)"
400,高考学考,秋考,"(报名所在区招考机构, 督促联系, 考生)"
401,高考学考,秋考,"(秋考, 包含, 报名篇)"
402,高考学考,秋考,"(考生, 提出复议, 体检结果)"
403,高考学考,秋考,"(考生, 提出复议, 体检站)"
404,高考学考,秋考,"(考生, 视为确认, 体检信息)"
405,高考学考,秋考,"(教育考试院, 负责, 投档工作)"
406,高考学考,秋考,"(高校, 安排, 录取工作)"
407,高考学考,秋考,"(高校, 进行, 新生体检)"
408,高考学考,秋考,"(录取, 依据, 体检结果)"
409,高考学考,秋考,"(考生, 咨询, 高校)"
410,高考学考,秋考,"(家长, 联系, 高校)"
411,高考学考,秋考,"(学校, 统一安排, 在籍在校考生)"
412,高考学考,秋考,"(往届生, 缴费安排由, 报名所在区招考机构)"
413,高考学考,秋考,"(社会生, 缴费安排, 报名所在区招考机构)"
414,高考学考,秋考,"(非本市学籍考生, 缴费安排由, 报名所在区招考机构)"
415,高考学考,秋考,"(2024年高考第一次付费阶段, 适用考试, 春季考试)"
416,高考学考,秋考,"(第一次, 主要针对, 单报1月份外语考试)"
417,高考学考,秋考,"(第二次付费阶段, 针对, 体育类专业统考)"
418,高考学考,秋考,"(第三次缴费, 适用对象, 专科自主招生考生)"
419,高考学考,秋考,"(第四次, 针对, 参加秋季统一高考的考生)"
420,高考学考,秋考,"(第五次, 针对, 三校生高考)"
