问题,来源,mc,筛选后问答对_筛选后三元组
上海本地户口或者驻外使领馆工作人员的小孩，如果是以前毕业的，明年想在上海考大学的话，需要啥条件啊？高中毕业证够吗？还要带户口本和居住证那些吗？,23,"Option A: 高中毕业或同等学历，并需提供居住证、积分通知单及身份证  
Option B: 需高中毕业证、户口本及居住证  
Option C: 仅需高中毕业证即可  
Option D: 需大学学历及相关证明  
Answer: A",答案：A
2024年非本市高中阶段学校应届毕业生，持积分达标的上海市居住证人员子女，在沪报考普通高校需满足哪些条件？,24,"Option A: 本市高中阶段学校毕业且参加本市中招即可  
Option B: 本市高中阶段学校毕业且父母居住证积分达标即可  
Option C: 本市高中阶段学校毕业，且参加本市中招或父母居住证连续满3年，并提供相关证明  
Option D: 非本市高中毕业但父母持有居住证满3年即可  
Answer: C",C
非本市应届生持上海居住证积分达标子女2024年在沪高考条件？,24,"Option A: 本市高中毕业即可，无需其他条件  
Option B: 父母一方持有居住证满3年  
Option C: 本市高中毕业且参加本市中招或父母居住证满3年  
Option D: 需要父母双方居住证满3年  
Answer: C",C
如果考生是非上海市户籍的应届高中毕业生，父母一方持有积分达标的上海市居住证，且考生在本市完成高中教育或父母居住证连续满三年，2024年报考上海普通高校需要提供哪些证明材料？具体要求是什么？,24,"Option A: 父母一方的上海市居住证、积分通知单及考生身份证  
Option B: 父母一方的上海市居住证、积分通知单、父母身份证和考生身份证  
Option C: 考生高中毕业证书、父母身份证和居住证  
Option D: 考生身份证、居住证及积分通知书回执  
Answer: B",答案：A
孩子爸妈有上海居住证且积分够了，孩子明年要在上海高考的话，需要啥条件？比如要本地高中毕业还是爸妈得满三年居住证啊？,24,"Option A: 需要本地高中毕业，并且父母一方居住证满三年  
Option B: 需要本地高中毕业或父母一方居住证满三年  
Option C: 只需要本地高中毕业  
Option D: 只需要父母一方居住证满三年  
Answer: A",A
非本市高中往届毕业生且父母持有达标上海居住证积分，2024年在沪报考普通高校需满足哪些条件？,25,"Option A: 本市高中阶段学校毕业，且参加本市中招或父母一方连续持有《上海市居住证》3年  
Option B: 非本市高中阶段学校毕业，仅需父母持有《上海市居住证》  
Option C: 本市高中阶段学校毕业且父母持有《上海市居住证》满5年  
Option D: 考生本人持有《上海市居住证》积分达标即可  
Answer: A",A
2024年非本市往届生持沪居住证积分达标子女高考条件？,25,"Option A: 非本市高中毕业，父母持有居住证满3年  
Option B: 本市高中毕业且参加本市中招或父母持居住证满3年  
Option C: 父母积分达标即可直接报考  
Option D: 需在沪连续就读高中3年  
Answer: B",B
作为非本市高中阶段学校毕业的往届生，若父母一方持有积分达标的上海市居住证满3年，2024年在上海报考普通高校需要满足哪些具体条件？需提供哪些证明材料（如居住证、积分通知单、毕业证书等）？,25,"Option A: 本市高中阶段学校毕业且父母一方连续持有居住证满3年；需提供居住证、积分通知单、身份证、毕业证书  
Option B: 父母一方持有居住证满3年即可；需提供居住证、积分通知单和身份证  
Option C: 考生需参加本市中招考试；需提供居住证和毕业证书  
Option D: 考生需本人持有居住证满3年；需提供身份证和毕业证书  
Answer: A",答案：A
外地高中毕业的往届生，父母有上海居住证且积分达标的话，明年能在上海考大学吗？要啥条件啊？比如父母居住证满几年？材料得带哪些？,25,"Option A: 父母居住证满1年，需提供居住证、积分单、考生身份证  
Option B: 父母一方居住证连续3年，需提供居住证、积分单、身份证、毕业证  
Option C: 父母居住证满2年，需提供居住证、积分单、户口本  
Option D: 父母居住证当年有效即可，需提供身份证、毕业证  
Answer: B",B
2024年非本市户籍且持《上海市海外人才居住证》留学人员的子女作为应届毕业生，在沪报考普通高校的条件有哪些？,26,"Option A: 本市高中阶段学校毕业  
Option B: 需要提供相关证明文件  
Option C: 须通过额外资格审核  
Option D: 同时满足户籍和学籍要求  
Answer: A",A
非沪籍海外人才子女2024年在沪高考条件？,26,"Option A: 需提供《上海市海外人才居住证》
Option B: 需额外提交户籍证明材料
Option C: 本市高中毕业，无需其他证明
Option D: 需参加特殊入学考试
Answer: C",C
若父母是持有《上海市海外人才居住证》的留学人员，孩子非本市户籍且为2024年应届毕业生，报考上海普通高校需满足哪些资格条件？是否需要提交额外证明材料？,26,"Option A: 需要本市高中阶段学校毕业，并提交额外证明材料  
Option B: 无需满足任何条件即可报考  
Option C: 需要本市高中阶段学校毕业，无需提交证明材料  
Option D: 需提供户籍证明和海外人才居住证复印件  
Answer: C",C
孩子爸妈有上海海外人才居住证，但不是本地户口，明年孩子在上海高考要啥条件啊？,26,"Option A: 需要父母提供在沪工作证明  
Option B: 需要在本市高中阶段学校毕业  
Option C: 需持有居住证满3年  
Option D: 需要父母具有上海户籍  
Answer: B",B
非本市户籍且持《上海市海外人才居住证》的留学人员子女，若为往届毕业生，2024年在上海报考普通高校需符合哪些条件？,27,"Option A: 本市高中阶段学校毕业  
Option B: 需要提供相关证明文件  
Option C: 必须是应届高中毕业生  
Option D: 需要满足户籍迁移要求  
Answer: A",答案：A
2024年非沪籍持海外人才居住证留学人员往届子女在沪高考条件？,27,"Option A: 本市高中阶段学校毕业  
Option B: 需提供额外证明  
Option C: 允许外地高中毕业  
Option D: 没有明确条件  
Answer: A",答案：A
对于非上海市户籍的往届毕业生，其父母持有《上海市海外人才居住证》且为留学人员的情况下，2024年申请报考上海普通高校的具体资格要求有哪些？是否需要提供额外证明材料？,27,"Option A: 需要本市高中阶段学校毕业并提供额外证明材料  
Option B: 只需本市高中阶段学校毕业，无需提供任何证明材料  
Option C: 需父母居住证和本市高中阶段学校毕业证明  
Option D: 需要提交海外留学经历相关证明  
Answer: B",B
孩子是往届生，不是上海户口，但爸妈有上海海外人才居住证（留学人员），明年想在上海考大学的话，需要满足啥条件啊？,27,"Option A: 需要提供父母工作证明  
    Option B: 本市高中阶段学校毕业  
    Option C: 父母需有上海户籍  
    Option D: 需应届毕业生身份  
    Answer: B",B
非本市户籍的留学人员持外国护照子女，作为2024年应届毕业生，在上海市报考普通高校需要满足哪些条件？需提供哪些证明材料？,28,"Option A: 参加本市中招且具有本市高中阶段完整学习经历，并提供市人力资源社会保障局出具的《优惠政策证明》
    Option B: 具有本市户籍并提供高中毕业证书
    Option C: 参加本市高考并持有父母在沪工作证明
    Option D: 在本市连续就读满6年并提供学籍证明
    Answer: A",答案：A
非本市户籍留学人员子女2024年在沪高考条件及所需证明？,28,"Option A: 参加本市中招即可，无需其他证明  
Option B: 参加本市中招且具有本市高中阶段完整学习经历，需《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》  
Option C: 具有本市高中阶段学习经历，需教育局出具的证明  
Option D: 仅需市人力资源社会保障局出具的任意证明  
Answer: B",B
作为非本市户籍的留学人员，其持外国护照的子女若计划以应届毕业生身份在2024年报考上海市普通高校，需具备哪些具体条件？尤其是高中阶段的学习经历要求以及必须提供的《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》的相关细节是什么？,28,"Option A: 参加本市高考且具有高中阶段完整学习经历，并提供该证明  
Option B: 参加本市中招且具有高中阶段完整学习经历，并提供市人社局出具的该证明  
Option C: 只需具有本市高中阶段完整学习经历，无需参加中招考试  
Option D: 由上海市教育局出具该优惠政策证明  
Answer: B",B
孩子爸妈是留学人员，有外国护照，但不是上海户口。如果孩子明年要在上海参加高考，需要啥条件？听说要一个什么人社局开的证明，对吗？,28,"Option A: 需要参加本市中招且有完整高中学习经历，无需其他证明  
Option B: 需要市人社局出具的证明，但无需高中学习经历  
Option C: 需要参加本市中招且有完整高中学习经历，并且需要市人社局出具的证明  
Option D: 需要父母有上海户口，并且参加中招  
Answer: C",C
非本市户籍的留学人员持外国护照子女往届毕业生，若持有《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》，2024年在上海报考普通高校需满足哪些具体条件？,29,"Option A: 2024年列入本市高考报名库  
Option B: 2023年列入本市高考报名库且持有该证明  
Option C: 具有本市户籍并持有该证明  
Option D: 需要同时提供居住证和该证明  
Answer: B",B
持优惠政策证明的非沪籍往届生2024年在沪高考条件？,29,"Option A: 只需2023年列入本市高考报名库
Option B: 2023年列入本市高考报名库并持有效《优惠政策证明》
Option C: 2024年首次进行高考报名并持证明
Option D: 需同时提供社保缴纳记录和证明
Answer: B",B
